show_id,type_show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description_show
7950,movie,Tarzan 2,John Lee Hancock,"Brad Garrett,Estelle Harris,George Carlin,Harrison Chad,Ron Perlman",United States,2017-06-23,2005,G,72 minutes,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.
7951,movie,Tattah,Jeffrey G. Hunt,"Dolly Shahin,Hayatem,Marwa,Mohamed Saad,Sayed Rajab",Egypt,2019-05-09,2013,TV-14,112 minutes,"Comedies, International Movies",A down-on-his-luck man must prove hes not as hapless as he seems when the woman hes on a date with is suddenly kidnapped.
7952,movie,Tayo the Little Bus Movie: Mission Ace,Lynn Shelton,"Choe Hana,Gim Yeong-seon,Jeong Hye-ok,Moon Nam-sook",United States,2019-07-01,2016,TV-Y7,48 minutes,Children & Family Movies,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
7953,movie,Teach Us All,Kevan Peterson,Indefinido,United States,2017-09-25,2017,TV-14,81 minutes,Documentaries,"Its been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
7954,movie,Teen Patti,Indefinido,"Amitabh Bachchan,Ben Kingsley,Madhavan,Shraddha Kapoor,Siddharth Kher",India,2018-03-01,2010,TV-PG,137 minutes,"Dramas, International Movies, Thrillers","Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai."
7955,movie,Teenage Cocktail,Dino Risi,"AJ Bowen,Fabianne Therese,Michelle Borth,Nichole Bloom,Pat Healy",United States,2017-01-15,2016,TV-MA,89 minutes,"Dramas, Independent Movies, LGBTQ Movies","Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man."
7956,movie,Teenage Mutant Ninja Turtles,Keenen Ivory Wayans,"Chris Evans,Kevin Smith,Mako Iwamatsu,Patrick Stewart,Sarah Michelle Gellar","Hong Kong, United States",2019-05-01,2007,PG,87 minutes,"Children & Family Movies, Comedies","In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York."
7957,movie,The Girl King,Malcolm D. Lee,"Laura Birn,Lucas Bryant,Malin Buska,Michael Nyqvist,Sarah Gadon",Indefinido,2021-06-02,2015,TV-MA,106 minutes,"Dramas, International Movies, LGBTQ Movies","Swedens forward-thinking Queen Kristina resists her countrys conservative ideals, which only grow more restrictive when she falls for a woman."
7958,movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Steven Spielberg,"David Warner,Leif Tilden,Mark Caso,Michelan Sisti,Paige Turco","United States, Hong Kong",2020-01-01,1991,PG,88 minutes,"Children & Family Movies, Comedies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
7959,movie,Teenage Mutant Ninja Turtles: The Movie,Spike Lee,"Elias Koteas,Josh Pais,Judith Hoag,Leif Tilden,Michelan Sisti",Indefinido,2020-01-01,1990,PG,94 minutes,"Action & Adventure, Comedies","After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
796,movie,Memories of a Teenager,Indefinido,"Jerónimo Giocondo Bosia,Malena Narvay,Renato Quattordio,Thomás Lepera,Tomás Wicz",Argentina,2020-11-12,2019,TV-MA,97 minutes,"Dramas, International Movies, LGBTQ Movies","To cope with a friends death, a teen blogs about his daily life but falls further into an existential crisis while experiencing a sexual awakening."
7960,movie,Tees Maar Khan,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum","Akshay Kumar,Akshaye Khanna,Arya Babbar,Katrina Kaif,Rajiv Lakshman",India,2018-08-02,2010,TV-PG,125 minutes,"Comedies, International Movies, Music & Musicals",A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.
7961,movie,Tellur Aliens,Edgar Wright,Indefinido,"United States, Kazakhstan",2016-12-01,2016,TV-Y7,67 minutes,Children & Family Movies,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
7962,movie,Temporada de Caza,Wes Craven,"Boy Olmi,Germán Palacios,Lautaro Bettoni,Pilar Benitez Vibart,Rita Pauls","Argentina, France, United States, Germany, Qatar",2018-07-15,2017,TV-MA,108 minutes,"Dramas, International Movies",Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.
7963,movie,Ten Years,Wes Craven,"Lau Ho-Chi,Leung Kin-Ping,Wong Jing",Hong Kong,2019-02-12,2015,TV-MA,102 minutes,"Dramas, Independent Movies, International Movies","Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule."
7964,TV series,Teresa,John Stockwell,"Aarón Díaz,Ana Brenda Contreras,Angelique Boyer,Cynthia Klitbo,Sebastián Rulli",Mexico,2017-12-31,2010,TV-PG,1 seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","We all want so much more than we have, but how far are we willing to go to get it?"
7965,movie,Terminator 3: Rise of the Machines,Steven Zaillian,"Arnold Schwarzenegger,Claire Danes,David Andrews,Kristanna Loken,Nick Stahl","United States, Germany, United Kingdom",2020-01-01,2003,R,109 minutes,"Action & Adventure, Sci-Fi & Fantasy","Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
7966,movie,Terminator Salvation,Malik Bendjelloul,"Anton Yelchin,Christian Bale,Helena Bonham Carter,Moon Bloodgood,Sam Worthington","United States, Germany, United Kingdom, Italy",2020-01-01,2009,PG-13,115 minutes,"Action & Adventure, Sci-Fi & Fantasy","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots."
7967,movie,Terra,Dominic Sena,Vanessa Paradis,France,2016-05-01,2015,TV-PG,98 minutes,"Documentaries, International Movies",This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
7968,movie,The Interpreter,Jay Chou,"Catherine Keener,Jesper Christensen,Nicole Kidman,Sean Penn,Yvan Attal","United Kingdom, France, Germany, United States",2021-06-02,2005,PG-13,128 minutes,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
7969,movie,Terrifier,Indefinido,"Catherine Corcoran,David Howard Thornton,Jenna Kanell,Pooya Mohseni,Samantha Scaffidi",United States,2018-09-01,2017,TV-MA,84 minutes,"Horror Movies, Independent Movies, Thrillers","On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence."
797,movie,Prom Night,Scott Spiegel,"Brittany Snow,Collins Pennie,Dana Davis,Jessica Stroup,Scott Porter","United States, Canada",2020-11-12,2008,PG-13,88 minutes,Horror Movies,"On prom night, a high school senior still struggling with her nightmare past tries to evade a killer bent on ending the party for her and her friends."
7970,movie,Teshan,Billy Ray,"Diljott,Happy Raikoti,Harinder Bhullar,Karamjit Anmol,Prince Kanwaljit Singh",India,2017-10-15,2016,TV-PG,133 minutes,"Comedies, International Movies, Romantic Movies",New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.
7971,movie,Tezz,Kasia Uscinska,"Ajay Devgn,Anil Kapoor,Boman Irani,Kangna Ranaut,Zayed Khan","United Kingdom, India",2017-12-01,2012,TV-MA,121 minutes,"Action & Adventure, International Movies, Music & Musicals",This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent whos determined to stop him.
7972,TV series,Th Eena Meena Deeka Chase Comedy Show,Susannah Ward,"Priya Raina,Sanjay Keni",India,2018-03-31,2015,TV-Y7,1 seasons,"Kids TV, TV Comedies","A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series."
7973,TV series,Thackeray,Sam Taplin,Indefinido,India,2019-05-25,2019,TV-MA,1 seasons,TV Shows,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray."
7974,TV series,That 70s Show,Kasia Uscinska,"Ashton Kutcher,Danny Masterson,Laura Prepon,Mila Kunis,Topher Grace",United States,2017-11-01,2005,TV-14,8 seasons,TV Comedies,"Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of 70s culture."
7975,TV series,The 2000s,Vicky Matthews,Indefinido,United States,2019-02-19,2018,TV-MA,1 seasons,Docuseries,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millenniums first decade."
7976,movie,The 24 Hour War,Susannah Ward,Indefinido,United States,2019-11-15,2016,TV-MA,100 minutes,"Documentaries, Sports Movies",An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.
7977,movie,The 4th Company,Sam Taplin,"Adrián Ladrón,Andoni Gracia,Darío T. Pie,Gabino Rodríguez,Hernán Mendoza","Mexico, Spain",2018-04-06,2016,TV-MA,117 minutes,"Action & Adventure, Dramas, International Movies","In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration."
7978,movie,The Accountant of Auschwitz,Vicky Matthews,Indefinido,Canada,2019-07-01,2018,TV-14,78 minutes,"Documentaries, International Movies","Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz."
7979,movie,The Meddler,"Vicky Matthews, Gareth Sacala","Cecily Strong,J.K. Simmons,Jerrod Carmichael,Rose Byrne,Susan Sarandon",United States,2021-06-02,2015,PG-13,104 minutes,"Comedies, Dramas, Independent Movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs."
798,TV series,A Queen Is Born,Jessie Nelson,"Alexia Twister,Gloria Groove",Brazil,2020-11-11,2020,TV-14,1 seasons,"International TV Shows, Reality TV",Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.
7980,movie,The Adderall Diaries,Louise Wardle,"Amber Heard,Ed Harris,James Franco,Jim Parrack,Timothée Chalamet",United States,2018-07-15,2015,R,87 minutes,"Dramas, Thrillers",Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom hes writing a book.
7981,TV series,The Adjusters,Ozan Açıktan,"Aric Ho,Chan Fong,Chris Tong,Rynn Lim",Indefinido,2017-09-18,2010,TV-PG,2 seasons,"International TV Shows, TV Dramas","An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him."
7982,movie,The Adventure Club,Asif Kapadia,"Dalila Bela,Gabrielle Miller,Jakob Davies,Robin Dunne,Sam Ashe Arnold",Canada,2017-05-10,2016,TV-Y7,88 minutes,Children & Family Movies,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure."
7983,TV series,The Adventures of Figaro Pho,Indefinido,"Aletheia Burney,Charlotte Hamlyn,Craig Behenna,Luke Jurevicius,Stavroula Mountzouris",Australia,,2015,TV-Y7,2 seasons,"Kids TV, TV Comedies","Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them."
7984,movie,The Adventures of Sharkboy and Lavagirl,Kenneth Müller,"Cayden Boyd,David Arquette,George Lopez,Taylor Dooley,Taylor Lautner",United States,2020-12-02,2005,PG,93 minutes,Children & Family Movies,A 10-year-old dreamers imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.
7985,movie,The Adventures of Tintin,Indefinido,"Andy Serkis,Daniel Craig,Jamie Bell,Nick Frost,Simon Pegg","United States, New Zealand, United Kingdom",2019-11-20,2011,PG,107 minutes,Children & Family Movies,"This 3-D motion capture adapts Georges Remis classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy."
7986,movie,The Aerial,Mike Gunther,"Alejandro Urdapilleta,Jonathan Sandor,Julieta Cardinali,Rafael Ferro,Sol Moreno",Argentina,2018-04-01,2007,TV-MA,99 minutes,"Dramas, International Movies, Sci-Fi & Fantasy","In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TVs broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change."
7987,movie,The Age of Shadows,Michael Patrick King,"Gong Yoo,Ji-min Han,Kang-ho Song,Sung-rok Shin,Tae-goo Eom",South Korea,2018-01-01,2016,TV-MA,140 minutes,"Action & Adventure, Dramas, International Movies","Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives."
7988,movie,The American President,Michael Patrick King,"Annette Bening,David Paymer,Martin Sheen,Michael Douglas,Michael J. Fox",United States,2021-01-01,1995,PG-13,113 minutes,"Comedies, Dramas, Romantic Movies",The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?
7989,movie,The Amityville Horror,Sylvie Verheyde,"Chloë Grace Moretz,Jesse James,Jimmy Bennett,Melissa George,Ryan Reynolds",United States,2020-01-01,2005,R,89 minutes,Horror Movies,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons."
799,TV series,Aunty Donnas Big Ol House of Fun,Theodore Witcher,"Broden Kelly,Ed Helms,Kristen Schaal,Mark Samual Bonanno,Zachary Ruane",Australia,2020-11-11,2020,TV-MA,1 seasons,TV Comedies,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters."
